"Weekly Data low,high,etc",Price Info
2019-05-05.6. market cap (USD),191971.58997500
2019-04-28.1a. open (USD),5257.41000000
2019-04-28.1b. open (USD),5257.41000000
2019-04-28.2a. high (USD),5600.00000000
2019-04-28.2b. high (USD),5600.00000000
2019-04-28.3a. low (USD),5102.00000000
2019-04-28.3b. low (USD),5102.00000000
2019-04-28.4a. close (USD),5307.52000000
2019-04-28.4b. close (USD),5307.52000000
2019-04-28.5. volume,247392.82390400
2019-04-28.6. market cap (USD),247392.82390400
2019-04-21.1a. open (USD),5131.28000000
2019-04-21.1b. open (USD),5131.28000000
2019-04-21.2a. high (USD),5333.42000000
2019-04-21.2b. high (USD),5333.42000000
2019-04-21.3a. low (USD),4950.00000000
2019-04-21.3b. low (USD),4950.00000000
2019-04-21.4a. close (USD),5256.14000000
2019-04-21.4b. close (USD),5256.14000000
2019-04-21.5. volume,168555.91174500
2019-04-21.6. market cap (USD),168555.91174500
2019-04-14.1a. open (USD),5170.27000000
2019-04-14.1b. open (USD),5170.27000000
2019-04-14.2a. high (USD),5422.00000000
2019-04-14.2b. high (USD),5422.00000000
2019-04-14.3a. low (USD),4861.22000000
2019-04-14.3b. low (USD),4861.22000000
2019-04-14.4a. close (USD),5131.30000000
2019-04-14.4b. close (USD),5131.30000000
2019-04-14.5. volume,247866.40740500
2019-04-14.6. market cap (USD),247866.40740500
2019-04-07.1a. open (USD),4102.44000000
2019-04-07.1b. open (USD),4102.44000000
2019-04-07.2a. high (USD),5275.01000000
2019-04-07.2b. high (USD),5275.01000000
2019-04-07.3a. low (USD),4067.00000000
2019-04-07.3b. low (USD),4067.00000000
2019-04-07.4a. close (USD),5170.27000000
2019-04-07.4b. close (USD),5170.27000000
2019-04-07.5. volume,420989.96873800
2019-04-07.6. market cap (USD),420989.96873800
2019-03-31.1a. open (USD),3991.35000000
2019-03-31.1b. open (USD),3991.35000000
2019-03-31.2a. high (USD),4140.00000000
2019-03-31.2b. high (USD),4140.00000000
2019-03-31.3a. low (USD),3888.71000000
2019-03-31.3b. low (USD),3888.71000000
2019-03-31.4a. close (USD),4103.95000000
2019-03-31.4b. close (USD),4103.95000000
2019-03-31.5. volume,178114.87504900
2019-03-31.6. market cap (USD),178114.87504900
2019-03-24.1a. open (USD),3981.85000000
2019-03-24.1b. open (USD),3981.85000000
2019-03-24.2a. high (USD),4069.32000000
2019-03-24.2b. high (USD),4069.32000000
2019-03-24.3a. low (USD),3880.01000000
2019-03-24.3b. low (USD),3880.01000000
2019-03-24.4a. close (USD),3992.18000000
2019-03-24.4b. close (USD),3992.18000000
2019-03-24.5. volume,156283.26348300
2019-03-24.6. market cap (USD),156283.26348300
2019-03-17.1a. open (USD),3915.99000000
2019-03-17.1b. open (USD),3915.99000000
2019-03-17.2a. high (USD),4056.98000000
2019-03-17.2b. high (USD),4056.98000000
2019-03-17.3a. low (USD),3810.43000000
2019-03-17.3b. low (USD),3810.43000000
2019-03-17.4a. close (USD),3981.14000000
2019-03-17.4b. close (USD),3981.14000000
2019-03-17.5. volume,185620.34481300
2019-03-17.6. market cap (USD),185620.34481300
2019-03-10.1a. open (USD),3807.32000000
2019-03-10.1b. open (USD),3807.32000000
2019-03-10.2a. high (USD),3971.75000000
2019-03-10.2b. high (USD),3971.75000000
2019-03-10.3a. low (USD),3670.69000000
2019-03-10.3b. low (USD),3670.69000000
2019-03-10.4a. close (USD),3916.82000000
2019-03-10.4b. close (USD),3916.82000000
2019-03-10.5. volume,207833.42997000
2019-03-10.6. market cap (USD),207833.42997000
2019-03-03.1a. open (USD),3743.56000000
2019-03-03.1b. open (USD),3743.56000000
2019-03-03.2a. high (USD),3888.00000000
2019-03-03.2b. high (USD),3888.00000000
2019-03-03.3a. low (USD),3677.17000000
2019-03-03.3b. low (USD),3677.17000000
2019-03-03.4a. close (USD),3807.75000000
2019-03-03.4b. close (USD),3807.75000000
2019-03-03.5. volume,190343.24672600
2019-03-03.6. market cap (USD),190343.24672600
2019-02-24.1a. open (USD),3667.62000000
2019-02-24.1b. open (USD),3667.62000000
2019-02-24.2a. high (USD),4198.00000000
2019-02-24.2b. high (USD),4198.00000000
2019-02-24.3a. low (USD),3655.00000000
2019-02-24.3b. low (USD),3655.00000000
2019-02-24.4a. close (USD),3743.56000000
2019-02-24.4b. close (USD),3743.56000000
2019-02-24.5. volume,301384.22226000
2019-02-24.6. market cap (USD),301384.22226000
2019-02-17.1a. open (USD),3679.75000000
2019-02-17.1b. open (USD),3679.75000000
2019-02-17.2a. high (USD),3700.11000000
2019-02-17.2b. high (USD),3700.11000000
2019-02-17.3a. low (USD),3568.11000000
2019-02-17.3b. low (USD),3568.11000000
2019-02-17.4a. close (USD),3667.58000000
2019-02-17.4b. close (USD),3667.58000000
2019-02-17.5. volume,167995.80513900
2019-02-17.6. market cap (USD),167995.80513900
2019-02-10.1a. open (USD),3458.11000000
2019-02-10.1b. open (USD),3458.11000000
2019-02-10.2a. high (USD),3733.58000000
2019-02-10.2b. high (USD),3733.58000000
2019-02-10.3a. low (USD),3373.10000000
2019-02-10.3b. low (USD),3373.10000000
2019-02-10.4a. close (USD),3680.06000000
2019-02-10.4b. close (USD),3680.06000000
2019-02-10.5. volume,198350.67398800
2019-02-10.6. market cap (USD),198350.67398800
2019-02-03.1a. open (USD),3550.05000000
2019-02-03.1b. open (USD),3550.05000000
2019-02-03.2a. high (USD),3557.75000000
2019-02-03.2b. high (USD),3557.75000000
2019-02-03.3a. low (USD),3349.92000000
2019-02-03.3b. low (USD),3349.92000000
2019-02-03.4a. close (USD),3458.11000000
2019-02-03.4b. close (USD),3458.11000000
2019-02-03.5. volume,186574.10542300
2019-02-03.6. market cap (USD),186574.10542300
2019-01-27.1a. open (USD),3539.26000000
2019-01-27.1b. open (USD),3539.26000000
2019-01-27.2a. high (USD),3662.94000000
2019-01-27.2b. high (USD),3662.94000000
2019-01-27.3a. low (USD),3434.85000000
2019-01-27.3b. low (USD),3434.85000000
2019-01-27.4a. close (USD),3550.84000000
2019-01-27.4b. close (USD),3550.84000000
2019-01-27.5. volume,154566.45086100
2019-01-27.6. market cap (USD),154566.45086100
2019-01-20.1a. open (USD),3477.56000000
2019-01-20.1b. open (USD),3477.56000000
2019-01-20.2a. high (USD),3720.00000000
2019-01-20.2b. high (USD),3720.00000000
2019-01-20.3a. low (USD),3467.02000000
2019-01-20.3b. low (USD),3467.02000000
2019-01-20.4a. close (USD),3539.28000000
2019-01-20.4b. close (USD),3539.28000000
2019-01-20.5. volume,199395.79296500
2019-01-20.6. market cap (USD),199395.79296500
